scenario,slice,metric,agent_a,agent_b,n_paired_seeds,paired_seeds,seed_set_matches_reference,mean_a,mean_b,mean_delta,ci_lower,ci_upper,ci_method,p_value,p_value_paired_t,effect_size_dz,effect_size_label,favored_agent,family,family_size,p_value_holm,p_value_bh,p_value_paired_t_holm,p_value_paired_t_bh
treatment_allocation_confounding,normal,near_optimal_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9474166666666665,0.9951666666666666,-0.04775000000000004,-0.052731771317083745,-0.04276822868291634,student_t,0.00048828125,3.012539527790474e-10,-6.089982987753539,large,stability_filtered,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,9.33887253615047e-09,1.2050158111161896e-09
treatment_allocation_confounding,normal,avg_cost,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.4185583333333333,0.361475,0.057083333333333285,0.0017120285419848502,0.11245463812468172,student_t,0.06298828125,0.044382485033627773,0.6550147190556065,medium,stability_filtered,treatment_allocation_confounding::normal,40,0.50390625,0.07634943181818182,0.39944236530265,0.055478106292034715
treatment_allocation_confounding,normal,fairness_gap_ses,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.07637281643608342,0.021093769598970316,0.05527904683711312,0.045493280590910345,0.0650648130833159,student_t,0.00048828125,8.072654660126152e-08,3.589154882819983,large,stability_filtered,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,2.179616758234061e-06,2.3064727600360435e-07
treatment_allocation_confounding,surface_shift,success_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.67625,0.6831666666666666,-0.006916666666666654,-0.03588823024908325,0.022054896915749942,student_t,0.61083984375,0.6096901502191816,-0.1516880621527825,negligible,stability_filtered,treatment_allocation_confounding::surface_shift,40,1.0,0.68359375,1.0,0.6851885761456324
treatment_allocation_confounding,surface_shift,near_optimal_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9688333333333333,0.9974166666666666,-0.02858333333333336,-0.03309611199503301,-0.024070554671633708,student_t,0.00048828125,2.4573842402689242e-08,-4.024346178758913,large,stability_filtered,treatment_allocation_confounding::surface_shift,40,0.01953125,0.0011488970588235295,7.372152720806773e-07,8.935942691886997e-08
treatment_allocation_confounding,surface_shift,avg_cost,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.3836583333333332,0.35131249999999997,0.03234583333333329,-0.025626016631700117,0.0903176832983667,student_t,0.22705078125,0.24505490508203623,0.35450933554412695,small,stability_filtered,treatment_allocation_confounding::surface_shift,40,1.0,0.32435825892857145,1.0,0.3380067656303948
treatment_allocation_confounding,surface_shift,fairness_gap_ses,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.01819440050903006,0.01710513497191832,0.0010892655371117377,-0.0035650047487967634,0.005743535823020239,student_t,0.615234375,0.6166697185310692,0.1486992076561149,negligible,stability_filtered,treatment_allocation_confounding::surface_shift,40,1.0,0.68359375,1.0,0.6851885761456324
treatment_allocation_confounding,adversarial,success_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6059166666666665,0.6813333333333333,-0.0754166666666667,-0.10981791849532903,-0.041015414838004374,student_t,0.00048828125,0.0005314827711693986,-1.3928988444369979,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,0.006377793254032784,0.0007330796843715843
treatment_allocation_confounding,adversarial,near_optimal_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.8814166666666668,0.9927499999999999,-0.11133333333333333,-0.11827409892434249,-0.10439256774232417,student_t,0.00048828125,1.1310667679096181e-12,-10.191645901545792,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,3.73252033410174e-11,5.655333839548091e-12
treatment_allocation_confounding,adversarial,avg_cost,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.4953124999999999,0.3592125,0.13609999999999992,0.07566278016816963,0.1965372198318302,student_t,0.00048828125,0.0004312034943623333,1.4308039761917655,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,0.005605645426710333,0.0006160049919461905
treatment_allocation_confounding,adversarial,fairness_gap_ses,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.10854271358594247,0.013753279935111365,0.09478943365083113,0.08250762433080766,0.1070712429708546,student_t,0.00048828125,3.0568881541918933e-09,4.9037019914118085,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,7.947909200898923e-08,8.151701744511715e-09
treatment_allocation_confounding,degradation,success_rate_drop,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.044416666666666695,-0.0028333333333333357,0.047250000000000035,0.027587806797290015,0.06691219320271005,student_t,0.001953125,0.0002566450542985503,1.5268499000465738,large,stability_filtered,treatment_allocation_confounding::degradation,30,0.029296875,0.003662109375,0.005389546140269557,0.0006988815044985373
treatment_allocation_confounding,degradation,fairness_gap_increase,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.032169897149859066,-0.00734048966385895,0.03951038681371802,0.022315192879462042,0.056705580747973994,student_t,0.00146484375,0.0003678197668746935,1.4599255008130123,large,stability_filtered,treatment_allocation_confounding::degradation,30,0.0263671875,0.0029296875,0.006252936036869789,0.0007881852147314861
treatment_allocation_confounding,degradation,near_optimal_rate_drop,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.06599999999999995,0.002416666666666669,0.06358333333333328,0.054378111092375093,0.07278855557429148,student_t,0.00048828125,9.892794687172624e-09,4.388696064232676,large,stability_filtered,treatment_allocation_confounding::degradation,30,0.0146484375,0.0013316761363636363,2.769982512408335e-07,9.892794687172625e-08
treatment_allocation_confounding,overall,success_rate,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6441666666666667,0.7071666666666666,-0.06300000000000001,-0.08645597542917621,-0.03954402457082382,student_t,0.00146484375,0.00010140034005416398,-1.7065284887654795,large,structural_causal,treatment_allocation_confounding::overall,40,0.0205078125,0.0020926339285714285,0.0014196047607582959,0.00015022272600616888
treatment_allocation_confounding,overall,near_optimal_rate,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9325555555555556,0.9945277777777778,-0.061972222222222206,-0.0638567267919261,-0.06008771765251831,student_t,0.00048828125,4.351459497494663e-16,-20.894229756391443,large,structural_causal,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,1.610040014073025e-14,4.351459497494663e-15
treatment_allocation_confounding,overall,avg_cost,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.4325097222222221,0.2769111111111111,0.15559861111111106,0.10155870327785457,0.20963851894436755,student_t,0.00146484375,5.5414438384487865e-05,1.8294376296015338,large,structural_causal,treatment_allocation_confounding::overall,40,0.0205078125,0.0020926339285714285,0.000831216575767318,8.525298212998134e-05
treatment_allocation_confounding,overall,fairness_gap_ses,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.06571667773088827,0.008826340589847057,0.05689033714104121,0.051141660957557865,0.06263901332452457,student_t,0.00048828125,2.135686214463174e-10,6.287777319089278,large,structural_causal,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,5.552784157604252e-09,5.695163238568463e-10
treatment_allocation_confounding,normal,success_rate,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6503333333333333,0.703,-0.05266666666666664,-0.07828759464149748,-0.027045738691835804,student_t,0.00244140625,0.0008658025017947977,-1.306073049558847,large,structural_causal,treatment_allocation_confounding::normal,40,0.03662109375,0.0037560096153846155,0.012987037526921966,0.0013320038489150732
treatment_allocation_confounding,normal,near_optimal_rate,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9474166666666665,0.9942500000000001,-0.04683333333333337,-0.05068227733855472,-0.04298438932811203,student_t,0.00048828125,2.287434353439783e-11,-7.731076450103605,large,structural_causal,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,7.548533366351283e-10,1.1437171767198914e-10
treatment_allocation_confounding,normal,avg_cost,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.4185583333333333,0.2642,0.1543583333333333,0.10087465669302803,0.20784200997363855,student_t,0.001953125,5.428147028461761e-05,1.8337296937544951,large,structural_causal,treatment_allocation_confounding::normal,40,0.03125,0.003125,0.000977066465123117,9.440255701672628e-05
treatment_allocation_confounding,normal,fairness_gap_ses,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.07637281643608342,0.018206603800395637,0.058166212635687796,0.045643343306126995,0.07068908196524859,student_t,0.00048828125,5.927344858385119e-07,2.951164574412651,large,structural_causal,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,1.3632893174285774e-05,1.3171877463078042e-06
treatment_allocation_confounding,surface_shift,success_rate,baseline,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.67625,0.7045833333333333,-0.028333333333333304,-0.05690806385943763,0.00024139719277101526,student_t,0.05517578125,0.0516493114799174,-0.630002131586785,medium,structural_causal,treatment_allocation_confounding::surface_shift,40,0.8828125,0.08828125,0.8263889836786784,0.08263889836786785
