scenario,slice,metric,agent_a,agent_b,n_paired_seeds,paired_seeds,seed_set_matches_reference,mean_a,mean_b,mean_delta,ci_lower,ci_upper,ci_method,p_value,p_value_paired_t,effect_size_dz,effect_size_label,favored_agent,family,family_size,p_value_holm,p_value_bh,p_value_paired_t_holm,p_value_paired_t_bh
treatment_allocation_confounding,adversarial,success_rate,stability_filtered,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6813333333333333,0.7139166666666666,-0.032583333333333325,-0.0764514229721976,0.011284756305530955,student_t,0.12255859375,0.13035747430872247,-0.47192532162985346,small,structural_causal,treatment_allocation_confounding::adversarial,40,0.98046875,0.14855587121212122,1.0,0.15585886120940018
treatment_allocation_confounding,adversarial,near_optimal_rate,stability_filtered,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9927499999999999,0.99425,-0.0015000000000000013,-0.004535058102385843,0.0015350581023858396,student_t,0.359375,0.299951677919947,-0.314015250727163,small,structural_causal,treatment_allocation_confounding::adversarial,40,1.0,0.3885135135135135,1.0,0.32850248804289406
treatment_allocation_confounding,adversarial,avg_cost,stability_filtered,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.3592125,0.28662499999999996,0.07258750000000001,-0.01244218181689849,0.15761718181689852,student_t,0.0849609375,0.08699516255801269,0.5423976215534304,medium,structural_causal,treatment_allocation_confounding::adversarial,40,0.7646484375,0.106201171875,0.7829564630221142,0.10874395319751587
treatment_allocation_confounding,adversarial,fairness_gap_ses,stability_filtered,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.013753279935111365,0.01421730465675002,-0.000464024721638654,-0.008326813833333497,0.007398764390056189,student_t,0.89990234375,0.8989968777973301,-0.03749652166831726,negligible,stability_filtered,treatment_allocation_confounding::adversarial,40,1.0,0.89990234375,1.0,0.8989968777973301
treatment_allocation_confounding,degradation,success_rate_drop,stability_filtered,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,-0.0028333333333333357,-0.010916666666666686,0.00808333333333335,-0.010069403819473863,0.026236070486140566,student_t,0.361328125,0.3481064845080597,0.2829273034328508,small,structural_causal,treatment_allocation_confounding::degradation,30,0.90234375,0.3737877155172414,0.8014756491594062,0.36011015638764793
treatment_allocation_confounding,degradation,fairness_gap_increase,stability_filtered,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,-0.00734048966385895,-0.003989299143645619,-0.0033511905202133333,-0.017303697296960702,0.010601316256534035,student_t,0.62158203125,0.6075532100237155,-0.15260661808481957,negligible,stability_filtered,treatment_allocation_confounding::degradation,30,0.90234375,0.62158203125,0.8014756491594062,0.6075532100237155
treatment_allocation_confounding,degradation,near_optimal_rate_drop,stability_filtered,structural_causal,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.002416666666666669,0.0,0.002416666666666669,-0.000569120212972344,0.005402453546305682,student_t,0.115234375,0.10243261040855309,0.5142620040456338,medium,structural_causal,treatment_allocation_confounding::degradation,30,0.4609375,0.12803819444444445,0.40973044163421235,0.11381401156505898
treatment_allocation_confounding,overall,success_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6809999999999999,0.5816666666666667,0.09933333333333332,0.07267333737463191,0.12599332929203472,student_t,0.00048828125,5.156986701178277e-06,2.367344280135263,large,stability_filtered,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,8.766877392003071e-05,8.59497783529713e-06
treatment_allocation_confounding,overall,near_optimal_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9951111111111111,0.8769722222222222,0.11813888888888886,0.11438329223415535,0.12189448554362238,student_t,0.00048828125,7.085184871170881e-16,19.986669441730093,large,stability_filtered,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,2.5506665536215172e-14,5.668147896936705e-15
treatment_allocation_confounding,overall,avg_cost,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.3573333333333333,0.5379777777777778,-0.1806444444444444,-0.23572114441051512,-0.1255677444783737,student_t,0.00048828125,1.7105977405552974e-05,-2.083930305463778,large,stability_filtered,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,0.0002736956384888476,2.7369563848884756e-05
treatment_allocation_confounding,overall,fairness_gap_ses,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.009468123617313754,0.030707268327268483,-0.021239144709954732,-0.02666678651447637,-0.015811502905433095,student_t,0.00048828125,3.216470067665044e-06,-2.4862931673639097,large,stability_filtered,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,5.7896461217970794e-05,5.593860987243555e-06
treatment_allocation_confounding,normal,success_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6785000000000001,0.5863333333333333,0.09216666666666669,0.0671157298816784,0.11721760345165498,student_t,0.00048828125,5.81840381417895e-06,2.3376333861162415,large,stability_filtered,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,0.00012218648009775795,1.16368076283579e-05
treatment_allocation_confounding,normal,near_optimal_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9951666666666666,0.8853333333333332,0.10983333333333334,0.10394842833773528,0.1157182383289314,student_t,0.00048828125,2.162666370352331e-13,11.858266311929565,large,stability_filtered,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,8.001865570303624e-12,2.162666370352331e-12
treatment_allocation_confounding,normal,avg_cost,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.361475,0.5310749999999999,-0.16959999999999995,-0.2209523518056572,-0.11824764819434269,student_t,0.00048828125,1.6045605573116588e-05,-2.098417992201473,large,stability_filtered,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,0.00030486650588921517,2.9173828314757435e-05
treatment_allocation_confounding,normal,fairness_gap_ses,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.021093769598970316,0.03909311696198698,-0.017999347363016657,-0.024563621439509492,-0.011435073286523822,student_t,0.00048828125,8.487600001019836e-05,-1.7421941212211656,large,stability_filtered,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,0.0013671075584414047,0.00013580160001631738
treatment_allocation_confounding,surface_shift,success_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6831666666666666,0.6024999999999999,0.0806666666666667,0.05271521424539979,0.10861811908793362,student_t,0.00048828125,5.4302522275490606e-05,1.8336490714452653,large,stability_filtered,treatment_allocation_confounding::surface_shift,40,0.01953125,0.0011488970588235295,0.001357563056887265,0.0001357563056887265
treatment_allocation_confounding,surface_shift,near_optimal_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9974166666666666,0.8971666666666667,0.10024999999999996,0.0964947652868796,0.10400523471312033,student_t,0.00048828125,4.288684901883126e-15,16.96187216530014,large,stability_filtered,treatment_allocation_confounding::surface_shift,40,0.01953125,0.0011488970588235295,1.6297002627155878e-13,5.718246535844168e-14
treatment_allocation_confounding,surface_shift,avg_cost,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.35131249999999997,0.5014,-0.1500875,-0.20796109954102376,-0.09221390045897626,student_t,0.00048828125,0.0001365751010420461,-1.6477469641276434,large,stability_filtered,treatment_allocation_confounding::surface_shift,40,0.01953125,0.0011488970588235295,0.0032778024250091063,0.0003213531789224614
treatment_allocation_confounding,surface_shift,fairness_gap_ses,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.01710513497191832,0.016275822475081157,0.0008293124968371631,-0.0047642090039090364,0.0064228339975833625,student_t,0.74755859375,0.7503030120292533,0.09420184077998925,negligible,workflow,treatment_allocation_confounding::surface_shift,40,1.0,0.8081714527027027,1.0,0.8111383913829766
treatment_allocation_confounding,adversarial,success_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6813333333333333,0.5561666666666667,0.12516666666666668,0.09586337393839521,0.15446995939493813,student_t,0.00048828125,1.3651339560816027e-06,2.7139307040118945,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,2.7105645888875518e-05,2.482061738330187e-06
treatment_allocation_confounding,adversarial,near_optimal_rate,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9927499999999999,0.8484166666666667,0.14433333333333334,0.1376073935496122,0.15105927311705447,student_t,0.00048828125,4.695288775660897e-14,13.634529570571194,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,1.6433510714813141e-12,3.1301925171072647e-13
treatment_allocation_confounding,adversarial,avg_cost,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.3592125,0.5814583333333333,-0.22224583333333325,-0.2795341086526337,-0.16495755801403283,student_t,0.00048828125,3.4973965764183013e-06,-2.46487199776822,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,5.595834522269282e-05,5.595834522269282e-06
treatment_allocation_confounding,adversarial,fairness_gap_ses,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.013753279935111365,0.05436669204382455,-0.0406134121087132,-0.05053137370997073,-0.030695450507455667,student_t,0.00048828125,2.0670006443224753e-06,-2.6017978280506537,large,stability_filtered,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,3.7206011597804554e-05,3.5947837292564786e-06
treatment_allocation_confounding,degradation,success_rate_drop,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,-0.0028333333333333357,0.03016666666666663,-0.03299999999999997,-0.04687800571372473,-0.019121994286275205,student_t,0.00048828125,0.0002795526017994149,-1.5108222401935336,large,stability_filtered,treatment_allocation_confounding::degradation,30,0.0146484375,0.0013316761363636363,0.005400731085197248,0.0006988815044985373
treatment_allocation_confounding,degradation,fairness_gap_increase,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,-0.00734048966385895,0.015273575081837583,-0.022614064745696535,-0.03379867317222043,-0.011429456319172642,student_t,0.00244140625,0.00097844782041994,-1.2846485722841614,large,stability_filtered,treatment_allocation_confounding::degradation,30,0.0341796875,0.004069010416666667,0.0146767173062991,0.0018204781129166079
treatment_allocation_confounding,degradation,near_optimal_rate_drop,stability_filtered,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.002416666666666669,0.0369166666666667,-0.03450000000000003,-0.04038282589113623,-0.028617174108863826,student_t,0.00048828125,5.4787285417714445e-08,-3.7261436286680385,large,stability_filtered,treatment_allocation_confounding::degradation,30,0.0146484375,0.0013316761363636363,1.4244694208605756e-06,3.287237125062867e-07
treatment_allocation_confounding,overall,success_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.7071666666666666,0.5816666666666667,0.12550000000000003,0.09976909256318597,0.15123090743681408,student_t,0.00048828125,3.62307679986412e-07,3.0989538925314157,large,structural_causal,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,7.970768959701064e-06,7.627530104977096e-07
treatment_allocation_confounding,overall,near_optimal_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9945277777777778,0.8769722222222222,0.11755555555555557,0.11372803654595737,0.12138307456515376,student_t,0.00048828125,9.21241160466909e-16,19.51426926677992,large,structural_causal,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,3.224344061634181e-14,6.14160773644606e-15
treatment_allocation_confounding,overall,avg_cost,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.2769111111111111,0.5379777777777778,-0.2610666666666666,-0.3160617387635336,-0.20607159456979962,student_t,0.00048828125,4.7618008883606167e-07,-3.0161583583276546,large,structural_causal,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,9.999781865557295e-06,9.523601776721232e-07
treatment_allocation_confounding,overall,fairness_gap_ses,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.008826340589847057,0.030707268327268483,-0.021880927737421427,-0.026928116921467418,-0.016833738553375437,student_t,0.00048828125,1.1788220881136525e-06,-2.754499129717623,large,structural_causal,treatment_allocation_confounding::overall,40,0.01953125,0.0007512019230769231,2.2397619674159397e-05,2.1433128874793683e-06
treatment_allocation_confounding,normal,success_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.703,0.5863333333333333,0.11666666666666668,0.09081757007990283,0.14251576325343052,student_t,0.00048828125,7.899440988869695e-07,2.8676616713781833,large,structural_causal,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,1.737877017551333e-05,1.6630402081830937e-06
treatment_allocation_confounding,normal,near_optimal_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9942500000000001,0.8853333333333332,0.10891666666666666,0.10265338312115543,0.11517995021217789,student_t,0.00048828125,4.683262465793093e-13,11.048892795923027,large,structural_causal,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,1.6859744876855136e-11,3.746609972634475e-12
treatment_allocation_confounding,normal,avg_cost,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.2642,0.5310749999999999,-0.266875,-0.32117825714708137,-0.21257174285291855,student_t,0.00048828125,3.3554187306853356e-07,-3.122543549209706,large,structural_causal,treatment_allocation_confounding::normal,40,0.01953125,0.0008491847826086956,8.053004953644805e-06,7.895102895730202e-07
treatment_allocation_confounding,normal,fairness_gap_ses,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.018206603800395637,0.03909311696198698,-0.020886513161591343,-0.0317876881386033,-0.00998533818457939,student_t,0.00341796875,0.0014435050180060974,-1.2173602721578105,large,structural_causal,treatment_allocation_confounding::normal,40,0.0478515625,0.005063657407407407,0.020209070252085362,0.0021385259526016257
treatment_allocation_confounding,surface_shift,success_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.7045833333333333,0.6024999999999999,0.10208333333333335,0.07515213560702345,0.12901453105964325,student_t,0.00048828125,4.373245742916132e-06,2.4083836240988665,large,structural_causal,treatment_allocation_confounding::surface_shift,40,0.01953125,0.0011488970588235295,0.00011370438931581944,1.1661988647776353e-05
treatment_allocation_confounding,surface_shift,near_optimal_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9950833333333332,0.8971666666666667,0.09791666666666665,0.09405225941955002,0.10178107391378328,student_t,0.00048828125,7.60260968018709e-15,16.09904906648552,large,structural_causal,treatment_allocation_confounding::surface_shift,40,0.01953125,0.0011488970588235295,2.8129655816692236e-13,7.60260968018709e-14
treatment_allocation_confounding,surface_shift,avg_cost,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.27990833333333337,0.5014,-0.22149166666666664,-0.27910430588316015,-0.1638790274501731,student_t,0.00048828125,3.816607305956283e-06,-2.4426773865880844,large,structural_causal,treatment_allocation_confounding::surface_shift,40,0.01953125,0.0011488970588235295,0.00010304839726081964,1.0904592302732237e-05
treatment_allocation_confounding,surface_shift,fairness_gap_ses,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.012886349081679826,0.016275822475081157,-0.003389473393401334,-0.009391864540555748,0.002612917753753079,student_t,0.25048828125,0.2397570751423429,-0.358785123690811,small,structural_causal,treatment_allocation_confounding::surface_shift,40,1.0,0.3455010775862069,1.0,0.3380067656303948
treatment_allocation_confounding,adversarial,success_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.7139166666666666,0.5561666666666667,0.15775,0.12988693006335367,0.18561306993664634,student_t,0.00048828125,7.887716510397654e-08,3.5972191292599733,large,structural_causal,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,1.9719291275994135e-06,1.9719291275994135e-07
treatment_allocation_confounding,adversarial,near_optimal_rate,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.99425,0.8484166666666667,0.14583333333333334,0.13941736730585164,0.15224929936081505,student_t,0.00048828125,2.5006130440839264e-14,14.441797073914328,large,structural_causal,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,9.252268263110529e-13,2.500613044083926e-13
treatment_allocation_confounding,adversarial,avg_cost,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.28662499999999996,0.5814583333333333,-0.2948333333333332,-0.35084674367955615,-0.2388199229871103,student_t,0.00048828125,1.6686849101944755e-07,-3.344344892696619,large,structural_causal,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,3.837975293447294e-06,3.595507381837636e-07
treatment_allocation_confounding,adversarial,fairness_gap_ses,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.01421730465675002,0.05436669204382455,-0.04014938738707454,-0.04793793253309848,-0.032360842241050604,student_t,0.00048828125,2.0651147933280767e-07,-3.275284823066641,large,structural_causal,treatment_allocation_confounding::adversarial,40,0.01953125,0.0006734913793103449,4.336741065988961e-06,4.1302295866561534e-07
treatment_allocation_confounding,degradation,success_rate_drop,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,-0.010916666666666686,0.03016666666666663,-0.04108333333333331,-0.05623431988784358,-0.02593234677882304,student_t,0.00048828125,9.344149815685458e-05,-1.7228650134750982,large,structural_causal,treatment_allocation_confounding::degradation,30,0.0146484375,0.0013316761363636363,0.002055712959450801,0.0003114716605228486
treatment_allocation_confounding,degradation,fairness_gap_increase,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,-0.003989299143645619,0.015273575081837583,-0.0192628742254832,-0.03140791714278812,-0.007117831308178281,student_t,0.0048828125,0.005050429459199667,-1.0077400678632031,large,structural_causal,treatment_allocation_confounding::degradation,30,0.0537109375,0.00732421875,0.06060515351039601,0.007974362303999474
treatment_allocation_confounding,degradation,near_optimal_rate_drop,structural_causal,workflow,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.0,0.0369166666666667,-0.0369166666666667,-0.0435940051801778,-0.030239328153155606,student_t,0.00048828125,1.0078401117788147e-07,-3.5127365356325635,large,structural_causal,treatment_allocation_confounding::degradation,30,0.0146484375,0.0013316761363636363,2.5196002794470367e-06,5.039200558894073e-07
missing_data_bias,overall,success_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.5955833333333334,0.7030833333333333,-0.1075,-0.11303571071273105,-0.10196428928726894,student_t,0.00048828125,1.4009922376430067e-13,-12.338477375758137,large,causal_light,missing_data_bias::overall,40,0.01953125,0.0008877840909090909,5.183671279279125e-12,1.4009922376430067e-12
missing_data_bias,overall,near_optimal_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9499166666666667,0.9978333333333333,-0.047916666666666684,-0.051586225613464015,-0.04424710771986935,student_t,0.00048828125,1.0628875434836823e-11,-8.296582221244192,large,causal_light,missing_data_bias::overall,40,0.01953125,0.0008877840909090909,3.8263951565412563e-10,7.1330803223848e-11
missing_data_bias,overall,avg_cost,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.5123333333333334,0.35861805555555554,0.1537152777777778,0.14824518107175821,0.15918537448379738,student_t,0.00048828125,2.443345560502791e-15,17.854534065503174,large,causal_light,missing_data_bias::overall,40,0.01953125,0.0008877840909090909,9.529047685960885e-14,4.8866911210055817e-14
missing_data_bias,overall,fairness_gap_ses,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.018172878607046427,0.008173068099359162,0.009999810507687263,0.005887831328715148,0.014111789686659378,student_t,0.00146484375,0.00023291492891041503,1.5451382896345405,large,causal_light,missing_data_bias::overall,40,0.02197265625,0.002170138888888889,0.003959553791477055,0.0003766078373844685
missing_data_bias,normal,success_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.615,0.7009166666666666,-0.08591666666666664,-0.09395562079963919,-0.07787771253369409,student_t,0.00048828125,9.315276939656907e-11,-6.790540751112613,large,causal_light,missing_data_bias::normal,40,0.01953125,0.0011488970588235295,3.4466524676730557e-09,9.315276939656906e-10
missing_data_bias,normal,near_optimal_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9665833333333333,0.9990833333333335,-0.03250000000000003,-0.03644934081748942,-0.02855065918251064,student_t,0.00048828125,1.5437655768033629e-09,-5.228597832508984,large,causal_light,missing_data_bias::normal,40,0.01953125,0.0011488970588235295,5.5575560764921063e-08,1.2350124614426905e-08
missing_data_bias,normal,avg_cost,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.48451666666666665,0.3631624999999999,0.1213541666666667,0.11191625347889093,0.13079207985444247,student_t,0.00048828125,1.2566501005807221e-11,8.16968300056352,large,causal_light,missing_data_bias::normal,40,0.01953125,0.0011488970588235295,4.775270382206744e-10,1.6755334674409628e-10
missing_data_bias,normal,fairness_gap_ses,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.021084560048577023,0.015338338866074294,0.0057462211825027275,-0.0008123628100802742,0.01230480517508573,student_t,0.0810546875,0.08000832615063312,0.5566711900272788,medium,causal_light,missing_data_bias::normal,40,0.97265625,0.11179956896551724,0.9600999138075974,0.11035631193190776
missing_data_bias,surface_shift,success_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.6039166666666665,0.7034166666666666,-0.09949999999999999,-0.11021258027636166,-0.08878741972363832,student_t,0.00048828125,4.2242346068825127e-10,-5.9014058479121445,large,causal_light,missing_data_bias::surface_shift,40,0.01953125,0.0010279605263157894,1.6052091506153547e-08,5.632312809176683e-09
missing_data_bias,surface_shift,near_optimal_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9571666666666667,0.9985833333333334,-0.041416666666666706,-0.04625897296793892,-0.03657436036539449,student_t,0.00048828125,1.022112328383514e-09,-5.4343721592456395,large,causal_light,missing_data_bias::surface_shift,40,0.01953125,0.0010279605263157894,3.6796043821806504e-08,6.989173769537968e-09
missing_data_bias,surface_shift,avg_cost,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.5026583333333333,0.36164166666666664,0.14101666666666668,0.13384642200616714,0.14818691132716622,student_t,0.00048828125,1.2196931850485e-13,12.495768226939878,large,causal_light,missing_data_bias::surface_shift,40,0.01953125,0.0010279605263157894,4.8787727401939994e-12,3.281047657674149e-12
missing_data_bias,surface_shift,fairness_gap_ses,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.02530672075913273,0.017627668474903543,0.007679052284229191,-0.0005499976011104565,0.01590810216956884,student_t,0.0634765625,0.06454275536336816,0.592904055363579,medium,causal_light,missing_data_bias::surface_shift,40,0.6982421875,0.08463541666666667,0.6454275536336816,0.08328097466241054
missing_data_bias,adversarial,success_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.5678333333333333,0.7049166666666666,-0.13708333333333333,-0.1457843698453827,-0.12838229682128396,student_t,0.00048828125,1.3760313866200177e-12,-10.010140115753108,large,causal_light,missing_data_bias::adversarial,40,0.01953125,0.0009300595238095238,5.0913161304940654e-11,1.3760313866200177e-11
missing_data_bias,adversarial,near_optimal_rate,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9260000000000002,0.9958333333333332,-0.0698333333333333,-0.07497967329395856,-0.06468699337270804,student_t,0.00048828125,6.998827583352367e-12,-8.621658014153104,large,causal_light,missing_data_bias::adversarial,40,0.01953125,0.0009300595238095238,2.519577930006852e-10,5.5990620666818934e-11
missing_data_bias,adversarial,avg_cost,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.5498249999999999,0.3510499999999999,0.198775,0.19223574825068357,0.20531425174931645,student_t,0.00048828125,1.0319905680142978e-15,19.313464971256305,large,causal_light,missing_data_bias::adversarial,40,0.01953125,0.0009300595238095238,4.024763215255761e-14,2.0639811360285956e-14
missing_data_bias,adversarial,fairness_gap_ses,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.02088413566266431,0.015154837040244439,0.005729298622419871,-0.003622528507370832,0.015081125752210572,student_t,0.2119140625,0.20463468303978036,0.3892525625008933,small,causal_light,missing_data_bias::adversarial,40,1.0,0.2734375,1.0,0.25579335379972545
missing_data_bias,degradation,success_rate_drop,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.04716666666666667,-0.0040000000000000036,0.05116666666666667,0.036683497767645235,0.06564983556568811,student_t,0.00048828125,8.551208192652996e-06,2.2446571760838365,large,causal_light,missing_data_bias::degradation,30,0.0146484375,0.0013316761363636363,0.0002052289966236719,3.4300097769542544e-05
missing_data_bias,degradation,fairness_gap_increase,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,-0.0002004243859127132,-0.0001835018258298576,-1.6922560082856773e-05,-0.009614464381173006,0.00958061926100729,student_t,0.998046875,0.9969730505180858,-0.001120295374489437,negligible,baseline,missing_data_bias::degradation,30,1.0,0.998046875,1.0,0.9969730505180858
missing_data_bias,degradation,near_optimal_rate_drop,baseline,causal_light,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.04058333333333328,0.003250000000000003,0.037333333333333274,0.03173281102037688,0.04293385564628967,student_t,0.00048828125,1.438116602144497e-08,4.23540287877102,large,causal_light,missing_data_bias::degradation,30,0.0146484375,0.0013316761363636363,4.314349806433491e-07,4.314349806433491e-07
missing_data_bias,overall,success_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.5955833333333334,0.71625,-0.12066666666666664,-0.14497063207249886,-0.09636270126083443,student_t,0.00048828125,3.025997498727658e-07,-3.1545445770149856,large,stability_filtered,missing_data_bias::overall,40,0.01953125,0.0008877840909090909,8.170193246564677e-06,8.645707139221881e-07
missing_data_bias,overall,near_optimal_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.9499166666666667,0.9952777777777779,-0.04536111111111112,-0.048846394297546544,-0.0418758279246757,student_t,0.00048828125,1.1015254196561423e-11,-8.269363905835181,large,stability_filtered,missing_data_bias::overall,40,0.01953125,0.0008877840909090909,3.855338968796498e-10,7.1330803223848e-11
missing_data_bias,overall,avg_cost,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.5123333333333334,0.27853888888888895,0.2337944444444444,0.18179667215896794,0.28579221672992083,student_t,0.00048828125,8.204991587943634e-07,2.856774368143676,large,stability_filtered,missing_data_bias::overall,40,0.01953125,0.0008877840909090909,2.133297812865345e-05,2.187997756784969e-06
missing_data_bias,overall,fairness_gap_ses,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.018172878607046427,0.007705008785349241,0.010467869821697185,0.005953472672523502,0.014982266970870869,student_t,0.00048828125,0.00034212347255805817,1.4732791457704855,large,stability_filtered,missing_data_bias::overall,40,0.01953125,0.0008877840909090909,0.005131852088370872,0.0005263438039354742
missing_data_bias,normal,success_rate,baseline,stability_filtered,12,"0,1,2,3,4,5,6,7,8,9,10,11",True,0.615,0.7148333333333333,-0.09983333333333333,-0.1264594286713465,-0.07320723799532017,student_t,0.00048828125,4.8553168682578314e-06,-2.382289741686861,large,stability_filtered,missing_data_bias::normal,40,0.01953125,0.0011488970588235295,0.0001359488723112193,1.4939436517716405e-05
