scenario,slice,metric,agent_a,agent_b,mean_delta,effect_size_dz,effect_size_label,favored_agent
missing_data_bias,overall,success_rate,baseline,structural_causal,-0.11005555555555553,-2.7787348152930273,large,structural_causal
missing_data_bias,overall,near_optimal_rate,baseline,structural_causal,-0.04550000000000002,-8.174705314413623,large,structural_causal
missing_data_bias,overall,avg_cost,baseline,structural_causal,0.22960833333333333,2.667882617410134,large,structural_causal
missing_data_bias,overall,fairness_gap_ses,baseline,structural_causal,0.010946027827004072,1.5791919728571606,large,structural_causal
missing_data_bias,normal,success_rate,baseline,structural_causal,-0.09116666666666666,-2.198591543178946,large,structural_causal
missing_data_bias,normal,near_optimal_rate,baseline,structural_causal,-0.02916666666666669,-3.937173407115257,large,structural_causal
missing_data_bias,normal,avg_cost,baseline,structural_causal,0.20274583333333332,2.232105312402611,large,structural_causal
missing_data_bias,normal,fairness_gap_ses,baseline,structural_causal,0.002483901571912478,0.22431438809756407,small,structural_causal
missing_data_bias,surface_shift,success_rate,baseline,structural_causal,-0.10149999999999999,-2.3840244117473333,large,structural_causal
missing_data_bias,surface_shift,near_optimal_rate,baseline,structural_causal,-0.038916666666666704,-5.655198463672209,large,structural_causal
missing_data_bias,surface_shift,avg_cost,baseline,structural_causal,0.21690833333333334,2.559830765762689,large,structural_causal
missing_data_bias,surface_shift,fairness_gap_ses,baseline,structural_causal,0.012542142599447864,0.8779154748170238,large,structural_causal
missing_data_bias,adversarial,success_rate,baseline,structural_causal,-0.13749999999999998,-3.3162082349872195,large,structural_causal
missing_data_bias,adversarial,near_optimal_rate,baseline,structural_causal,-0.06841666666666664,-8.078722453918562,large,structural_causal
missing_data_bias,adversarial,avg_cost,baseline,structural_causal,0.2691708333333333,3.0601072157180607,large,structural_causal
missing_data_bias,adversarial,fairness_gap_ses,baseline,structural_causal,0.004485267967908396,0.3474209871908655,small,structural_causal
missing_data_bias,degradation,success_rate_drop,baseline,structural_causal,0.04633333333333336,1.8514939741866732,large,structural_causal
missing_data_bias,degradation,fairness_gap_increase,baseline,structural_causal,0.0020013663959959167,0.13478514249752455,negligible,structural_causal
missing_data_bias,degradation,near_optimal_rate_drop,baseline,structural_causal,0.039249999999999945,3.7481532585716044,large,structural_causal
missing_data_bias,overall,success_rate,baseline,workflow,-0.03552777777777777,-5.2115085833443695,large,workflow
missing_data_bias,overall,near_optimal_rate,baseline,workflow,-0.02561111111111113,-5.460725121538602,large,workflow
missing_data_bias,overall,avg_cost,baseline,workflow,0.04934166666666667,6.379010330175226,large,workflow
missing_data_bias,overall,fairness_gap_ses,baseline,workflow,-4.542153763245641e-05,-0.010454748154205213,negligible,baseline
missing_data_bias,normal,success_rate,baseline,workflow,-0.0316666666666667,-2.7405458612275218,large,workflow
missing_data_bias,normal,near_optimal_rate,baseline,workflow,-0.017750000000000016,-2.1129727362696857,large,workflow
missing_data_bias,normal,avg_cost,baseline,workflow,0.04215416666666668,3.2468994107174853,large,workflow
missing_data_bias,normal,fairness_gap_ses,baseline,workflow,-0.000937611655867862,-0.09241456173744966,negligible,baseline
missing_data_bias,surface_shift,success_rate,baseline,workflow,-0.03300000000000002,-3.355362669908659,large,workflow
missing_data_bias,surface_shift,near_optimal_rate,baseline,workflow,-0.02250000000000002,-3.5697527941639944,large,workflow
missing_data_bias,surface_shift,avg_cost,baseline,workflow,0.045808333333333374,4.710261407248408,large,workflow
missing_data_bias,surface_shift,fairness_gap_ses,baseline,workflow,0.00010861112177038001,0.010476547254667214,negligible,workflow
missing_data_bias,adversarial,success_rate,baseline,workflow,-0.041916666666666665,-3.866320165908256,large,workflow
missing_data_bias,adversarial,near_optimal_rate,baseline,workflow,-0.03658333333333327,-4.033437421043595,large,workflow
missing_data_bias,adversarial,avg_cost,baseline,workflow,0.06006250000000001,6.412942242527726,large,workflow
missing_data_bias,adversarial,fairness_gap_ses,baseline,workflow,-0.0011375509763620736,-0.1138322744033911,negligible,baseline
missing_data_bias,degradation,success_rate_drop,baseline,workflow,0.010249999999999973,0.5986953068163865,medium,workflow
missing_data_bias,degradation,fairness_gap_increase,baseline,workflow,-0.00019993932049421187,-0.012795443608404287,negligible,baseline
missing_data_bias,degradation,near_optimal_rate_drop,baseline,workflow,0.018833333333333258,1.4017493487212163,large,workflow
missing_data_bias,overall,success_rate,causal_light,stability_filtered,-0.01316666666666666,-0.30364613015853936,small,stability_filtered
missing_data_bias,overall,near_optimal_rate,causal_light,stability_filtered,0.002555555555555561,1.7687551056197428,large,causal_light
missing_data_bias,overall,avg_cost,causal_light,stability_filtered,0.0800791666666666,0.9370311879546125,large,stability_filtered
missing_data_bias,overall,fairness_gap_ses,causal_light,stability_filtered,0.0004680593140099221,0.07851507981286533,negligible,stability_filtered
missing_data_bias,normal,success_rate,causal_light,stability_filtered,-0.013916666666666688,-0.3483631280718151,small,stability_filtered
missing_data_bias,normal,near_optimal_rate,causal_light,stability_filtered,0.0019166666666666683,1.2734971031749038,large,causal_light
missing_data_bias,normal,avg_cost,causal_light,stability_filtered,0.0842708333333333,1.0162870272933764,large,stability_filtered
missing_data_bias,normal,fairness_gap_ses,causal_light,stability_filtered,-0.0005402191444638446,-0.05894994309645872,negligible,causal_light
missing_data_bias,surface_shift,success_rate,causal_light,stability_filtered,-0.01350000000000002,-0.3090539063386888,small,stability_filtered
missing_data_bias,surface_shift,near_optimal_rate,causal_light,stability_filtered,0.0017500000000000016,0.6178414402787977,medium,causal_light
missing_data_bias,surface_shift,avg_cost,causal_light,stability_filtered,0.08829166666666662,0.9991810805819978,large,stability_filtered
missing_data_bias,surface_shift,fairness_gap_ses,causal_light,stability_filtered,0.00245911488580863,0.29337956553142525,small,stability_filtered
missing_data_bias,adversarial,success_rate,causal_light,stability_filtered,-0.012083333333333354,-0.24575372675229243,small,stability_filtered
missing_data_bias,adversarial,near_optimal_rate,causal_light,stability_filtered,0.0040000000000000036,1.0174940381383366,large,causal_light
missing_data_bias,adversarial,avg_cost,causal_light,stability_filtered,0.06767499999999997,0.7877549780434627,medium,stability_filtered
missing_data_bias,adversarial,fairness_gap_ses,causal_light,stability_filtered,-3.373601343218136e-05,-0.002702195821403448,negligible,causal_light
missing_data_bias,degradation,success_rate_drop,causal_light,stability_filtered,-0.001833333333333335,-0.10037474820797868,negligible,causal_light
missing_data_bias,degradation,fairness_gap_increase,causal_light,stability_filtered,0.0005064831310316632,0.040184209938796005,negligible,stability_filtered
missing_data_bias,degradation,near_optimal_rate_drop,causal_light,stability_filtered,-0.002083333333333335,-0.4691466766104927,small,causal_light
missing_data_bias,overall,success_rate,causal_light,structural_causal,-0.002555555555555561,-0.06097857561552923,negligible,structural_causal
missing_data_bias,overall,near_optimal_rate,causal_light,structural_causal,0.0024166666666666594,0.9982211666911905,large,causal_light
missing_data_bias,overall,avg_cost,causal_light,structural_causal,0.07589305555555552,0.8718976486209091,large,structural_causal
missing_data_bias,overall,fairness_gap_ses,causal_light,structural_causal,0.0009462173193168101,0.1807952192137033,negligible,structural_causal
missing_data_bias,normal,success_rate,causal_light,structural_causal,-0.005250000000000005,-0.13157842141974382,negligible,structural_causal
missing_data_bias,normal,near_optimal_rate,causal_light,structural_causal,0.003333333333333336,0.952675579132743,large,causal_light
missing_data_bias,normal,avg_cost,causal_light,structural_causal,0.08139166666666663,0.9208922826845709,large,structural_causal
missing_data_bias,normal,fairness_gap_ses,causal_light,structural_causal,-0.0032623196105902503,-0.23568038914852857,small,causal_light
missing_data_bias,surface_shift,success_rate,causal_light,structural_causal,-0.002000000000000011,-0.047361027059980555,negligible,structural_causal
missing_data_bias,surface_shift,near_optimal_rate,causal_light,structural_causal,0.0025000000000000022,1.0129755194401664,large,causal_light
missing_data_bias,surface_shift,avg_cost,causal_light,structural_causal,0.07589166666666664,0.8701158031770305,large,structural_causal
missing_data_bias,surface_shift,fairness_gap_ses,causal_light,structural_causal,0.00486309031521867,0.5661501555755919,medium,structural_causal
missing_data_bias,adversarial,success_rate,causal_light,structural_causal,-0.00041666666666668556,-0.008846714866540496,negligible,structural_causal
missing_data_bias,adversarial,near_optimal_rate,causal_light,structural_causal,0.0014166666666666679,0.3958064226693347,small,causal_light
missing_data_bias,adversarial,avg_cost,causal_light,structural_causal,0.07039583333333331,0.7862311849072579,medium,structural_causal
missing_data_bias,adversarial,fairness_gap_ses,causal_light,structural_causal,-0.0012440306545114773,-0.10551653439818402,negligible,causal_light
missing_data_bias,degradation,success_rate_drop,causal_light,structural_causal,-0.004833333333333319,-0.24561522408519965,small,causal_light
missing_data_bias,degradation,fairness_gap_increase,causal_light,structural_causal,0.002018288956078772,0.1194670209116928,negligible,structural_causal
missing_data_bias,degradation,near_optimal_rate_drop,causal_light,structural_causal,0.0019166666666666683,0.43565038616916335,small,structural_causal
missing_data_bias,overall,success_rate,causal_light,workflow,0.07197222222222222,14.524375689613477,large,causal_light
missing_data_bias,overall,near_optimal_rate,causal_light,workflow,0.02230555555555555,6.67676175232406,large,causal_light
missing_data_bias,overall,avg_cost,causal_light,workflow,-0.10437361111111114,-31.906252881252342,large,causal_light
missing_data_bias,overall,fairness_gap_ses,causal_light,workflow,-0.01004523204531972,-1.36468639169052,large,causal_light
missing_data_bias,normal,success_rate,causal_light,workflow,0.05424999999999996,9.479689014772246,large,causal_light
missing_data_bias,normal,near_optimal_rate,causal_light,workflow,0.014750000000000013,3.3266744664575083,large,causal_light
missing_data_bias,normal,avg_cost,causal_light,workflow,-0.0792,-13.592868234410519,large,causal_light
missing_data_bias,normal,fairness_gap_ses,causal_light,workflow,-0.00668383283837059,-0.8286334537808796,large,causal_light
missing_data_bias,surface_shift,success_rate,causal_light,workflow,0.06649999999999996,5.421494091789743,large,causal_light
missing_data_bias,surface_shift,near_optimal_rate,causal_light,workflow,0.018916666666666682,2.922333304258776,large,causal_light
missing_data_bias,surface_shift,avg_cost,causal_light,workflow,-0.09520833333333334,-12.16171760280691,large,causal_light
missing_data_bias,surface_shift,fairness_gap_ses,causal_light,workflow,-0.007570441162458811,-0.8177624675561053,large,causal_light
missing_data_bias,adversarial,success_rate,causal_light,workflow,0.09516666666666666,10.285670359741388,large,causal_light
missing_data_bias,adversarial,near_optimal_rate,causal_light,workflow,0.03325000000000003,4.570179349571278,large,causal_light
missing_data_bias,adversarial,avg_cost,causal_light,workflow,-0.1387125,-22.10956600262095,large,causal_light
missing_data_bias,adversarial,fairness_gap_ses,causal_light,workflow,-0.0068668495987819446,-0.43526508715726436,small,causal_light
missing_data_bias,degradation,success_rate_drop,causal_light,workflow,-0.040916666666666705,-3.6731910734049293,large,causal_light
missing_data_bias,degradation,fairness_gap_increase,causal_light,workflow,-0.00018301676041135596,-0.010377516705259673,negligible,causal_light
missing_data_bias,degradation,near_optimal_rate_drop,causal_light,workflow,-0.018500000000000016,-1.8441415822133667,large,causal_light
missing_data_bias,overall,success_rate,stability_filtered,structural_causal,0.010611111111111099,0.4241475023255561,small,stability_filtered
missing_data_bias,overall,near_optimal_rate,stability_filtered,structural_causal,-0.00013888888888890136,-0.05609453715172173,negligible,structural_causal
missing_data_bias,overall,avg_cost,stability_filtered,structural_causal,-0.004186111111111096,-0.05312214953575994,negligible,stability_filtered
missing_data_bias,overall,fairness_gap_ses,stability_filtered,structural_causal,0.0004781580053068878,0.1375353519278204,negligible,structural_causal
missing_data_bias,normal,success_rate,stability_filtered,structural_causal,0.008666666666666684,0.39302997094654035,small,stability_filtered
missing_data_bias,normal,near_optimal_rate,stability_filtered,structural_causal,0.0014166666666666679,0.4045118201505961,small,stability_filtered
missing_data_bias,normal,avg_cost,stability_filtered,structural_causal,-0.002879166666666664,-0.03668080878513293,negligible,stability_filtered
missing_data_bias,normal,fairness_gap_ses,stability_filtered,structural_causal,-0.0027221004661264043,-0.35129673135797856,small,stability_filtered
missing_data_bias,surface_shift,success_rate,stability_filtered,structural_causal,0.01150000000000001,0.3843635660000635,small,stability_filtered
missing_data_bias,surface_shift,near_optimal_rate,stability_filtered,structural_causal,0.0007500000000000007,0.2163016167623087,small,stability_filtered
missing_data_bias,surface_shift,avg_cost,stability_filtered,structural_causal,-0.012399999999999987,-0.1515930626348753,negligible,stability_filtered
missing_data_bias,surface_shift,fairness_gap_ses,stability_filtered,structural_causal,0.002403975429410041,0.3771661582095497,small,structural_causal
missing_data_bias,adversarial,success_rate,stability_filtered,structural_causal,0.011666666666666667,0.4194810796586605,small,stability_filtered
missing_data_bias,adversarial,near_optimal_rate,stability_filtered,structural_causal,-0.0025833333333333355,-0.6515659234570527,medium,structural_causal
missing_data_bias,adversarial,avg_cost,stability_filtered,structural_causal,0.00272083333333333,0.03375905334541791,negligible,structural_causal
missing_data_bias,adversarial,fairness_gap_ses,stability_filtered,structural_causal,-0.0012102946410792951,-0.1730450162565147,negligible,stability_filtered
missing_data_bias,degradation,success_rate_drop,stability_filtered,structural_causal,-0.002999999999999984,-0.15141757212648638,negligible,stability_filtered
missing_data_bias,degradation,fairness_gap_increase,stability_filtered,structural_causal,0.0015118058250471092,0.14445276422299588,negligible,structural_causal
missing_data_bias,degradation,near_optimal_rate_drop,stability_filtered,structural_causal,0.0040000000000000036,0.7486718601230631,medium,structural_causal
missing_data_bias,overall,success_rate,stability_filtered,workflow,0.08513888888888888,2.0591367642380676,large,stability_filtered
missing_data_bias,overall,near_optimal_rate,stability_filtered,workflow,0.01974999999999999,6.4017929549416435,large,stability_filtered
missing_data_bias,overall,avg_cost,stability_filtered,workflow,-0.1844527777777778,-2.1610130224459243,large,stability_filtered
missing_data_bias,overall,fairness_gap_ses,stability_filtered,workflow,-0.010513291359329643,-1.3647463209535597,large,stability_filtered
missing_data_bias,normal,success_rate,stability_filtered,workflow,0.06816666666666664,1.6060684698766685,large,stability_filtered
missing_data_bias,normal,near_optimal_rate,stability_filtered,workflow,0.012833333333333344,3.327022199232931,large,stability_filtered
missing_data_bias,normal,avg_cost,stability_filtered,workflow,-0.16347083333333332,-1.9072555901628157,large,stability_filtered
missing_data_bias,normal,fairness_gap_ses,stability_filtered,workflow,-0.006143613693906744,-0.6493050058215821,medium,stability_filtered
missing_data_bias,surface_shift,success_rate,stability_filtered,workflow,0.07999999999999999,2.075679535100672,large,stability_filtered
missing_data_bias,surface_shift,near_optimal_rate,stability_filtered,workflow,0.01716666666666668,2.7792657739034237,large,stability_filtered
missing_data_bias,surface_shift,avg_cost,stability_filtered,workflow,-0.18349999999999997,-2.1666833053568473,large,stability_filtered
missing_data_bias,surface_shift,fairness_gap_ses,stability_filtered,workflow,-0.010029556048267442,-0.7630038964277865,medium,stability_filtered
missing_data_bias,adversarial,success_rate,stability_filtered,workflow,0.10725000000000003,2.3432161631534636,large,stability_filtered
missing_data_bias,adversarial,near_optimal_rate,stability_filtered,workflow,0.029250000000000026,5.3221819555041865,large,stability_filtered
missing_data_bias,adversarial,avg_cost,stability_filtered,workflow,-0.20638749999999995,-2.389576478201993,large,stability_filtered
missing_data_bias,adversarial,fairness_gap_ses,stability_filtered,workflow,-0.006833113585349764,-0.7122114162032935,medium,stability_filtered
missing_data_bias,degradation,success_rate_drop,stability_filtered,workflow,-0.039083333333333366,-2.6883403085076463,large,stability_filtered
missing_data_bias,degradation,fairness_gap_increase,stability_filtered,workflow,-0.0006894998914430197,-0.04833470150494525,negligible,stability_filtered
missing_data_bias,degradation,near_optimal_rate_drop,stability_filtered,workflow,-0.01641666666666668,-2.2248366151060015,large,stability_filtered
missing_data_bias,overall,success_rate,structural_causal,workflow,0.07452777777777778,1.8468221563203497,large,structural_causal
missing_data_bias,overall,near_optimal_rate,structural_causal,workflow,0.01988888888888889,6.550463398332608,large,structural_causal
missing_data_bias,overall,avg_cost,structural_causal,workflow,-0.1802666666666667,-2.0636248780514928,large,structural_causal
missing_data_bias,overall,fairness_gap_ses,structural_causal,workflow,-0.01099144936463653,-1.5431486430314383,large,structural_causal
missing_data_bias,normal,success_rate,structural_causal,workflow,0.05949999999999996,1.4735423354006518,large,structural_causal
missing_data_bias,normal,near_optimal_rate,structural_causal,workflow,0.011416666666666677,2.075237921831356,large,structural_causal
missing_data_bias,normal,avg_cost,structural_causal,workflow,-0.16059166666666663,-1.7998878459614198,large,structural_causal
missing_data_bias,normal,fairness_gap_ses,structural_causal,workflow,-0.0034215132277803403,-0.32214865203512194,small,structural_causal
missing_data_bias,surface_shift,success_rate,structural_causal,workflow,0.06849999999999998,1.5943564283390528,large,structural_causal
missing_data_bias,surface_shift,near_optimal_rate,structural_causal,workflow,0.01641666666666668,2.7680415437782755,large,structural_causal
missing_data_bias,surface_shift,avg_cost,structural_causal,workflow,-0.17109999999999995,-1.9625524217499013,large,structural_causal
missing_data_bias,surface_shift,fairness_gap_ses,structural_causal,workflow,-0.01243353147767748,-0.8993084861153496,large,structural_causal
missing_data_bias,adversarial,success_rate,structural_causal,workflow,0.09558333333333335,2.266647120846228,large,structural_causal
missing_data_bias,adversarial,near_optimal_rate,structural_causal,workflow,0.03183333333333336,4.486981413768673,large,structural_causal
missing_data_bias,adversarial,avg_cost,structural_causal,workflow,-0.20910833333333334,-2.311641052159889,large,structural_causal
missing_data_bias,adversarial,fairness_gap_ses,structural_causal,workflow,-0.005622818944270469,-0.5299175781936197,medium,structural_causal
missing_data_bias,degradation,success_rate_drop,structural_causal,workflow,-0.036083333333333384,-2.5440196590943027,large,structural_causal
missing_data_bias,degradation,fairness_gap_increase,structural_causal,workflow,-0.002201305716490129,-0.12856223780875622,negligible,structural_causal
missing_data_bias,degradation,near_optimal_rate_drop,structural_causal,workflow,-0.020416666666666684,-1.8491846788652662,large,structural_causal
historical_bias_feedback,overall,success_rate,baseline,causal_light,-0.07575,-14.18738955278994,large,causal_light
historical_bias_feedback,overall,near_optimal_rate,baseline,causal_light,-0.08038888888888888,-16.992661699313086,large,causal_light
historical_bias_feedback,overall,avg_cost,baseline,causal_light,0.10383611111111109,18.212080142623577,large,causal_light
historical_bias_feedback,overall,fairness_gap_ses,baseline,causal_light,0.04057984236985058,7.413625505273759,large,causal_light
historical_bias_feedback,normal,success_rate,baseline,causal_light,-0.060416666666666646,-5.4079294148868575,large,causal_light
historical_bias_feedback,normal,near_optimal_rate,baseline,causal_light,-0.05266666666666669,-6.580218436857436,large,causal_light
historical_bias_feedback,normal,avg_cost,baseline,causal_light,0.07835833333333332,7.341728889276777,large,causal_light
historical_bias_feedback,normal,fairness_gap_ses,baseline,causal_light,0.03335834055146613,4.048682826108831,large,causal_light
historical_bias_feedback,surface_shift,success_rate,baseline,causal_light,-0.05583333333333334,-2.8554362923457832,large,causal_light
historical_bias_feedback,surface_shift,near_optimal_rate,baseline,causal_light,-0.05150000000000001,-5.0389907053011695,large,causal_light
historical_bias_feedback,surface_shift,avg_cost,baseline,causal_light,0.08065833333333335,5.08757755374491,large,causal_light
historical_bias_feedback,surface_shift,fairness_gap_ses,baseline,causal_light,0.02753348483565432,2.392525518967248,large,causal_light
historical_bias_feedback,adversarial,success_rate,baseline,causal_light,-0.11100000000000003,-13.533292282368006,large,causal_light
historical_bias_feedback,adversarial,near_optimal_rate,baseline,causal_light,-0.137,-12.161137548586664,large,causal_light
historical_bias_feedback,adversarial,avg_cost,baseline,causal_light,0.15249166666666666,16.38938254996801,large,causal_light
historical_bias_feedback,adversarial,fairness_gap_ses,baseline,causal_light,0.05255854493242392,7.238430550550773,large,causal_light
historical_bias_feedback,degradation,success_rate_drop,baseline,causal_light,0.05058333333333339,3.3654866574617355,large,causal_light
historical_bias_feedback,degradation,fairness_gap_increase,baseline,causal_light,0.019200204380957795,2.283897751429321,large,causal_light
historical_bias_feedback,degradation,near_optimal_rate_drop,baseline,causal_light,0.08433333333333333,5.380211722407523,large,causal_light
historical_bias_feedback,overall,success_rate,baseline,stability_filtered,-0.07608333333333332,-1.620487456082325,large,stability_filtered
historical_bias_feedback,overall,near_optimal_rate,baseline,stability_filtered,-0.08052777777777778,-14.39788008762362,large,stability_filtered
historical_bias_feedback,overall,avg_cost,baseline,stability_filtered,0.14731388888888886,1.619443158632394,large,stability_filtered
historical_bias_feedback,overall,fairness_gap_ses,baseline,stability_filtered,0.06333655157039729,8.407097143961321,large,stability_filtered
historical_bias_feedback,normal,success_rate,baseline,stability_filtered,-0.052583333333333336,-1.0018158735774807,large,stability_filtered
historical_bias_feedback,normal,near_optimal_rate,baseline,stability_filtered,-0.05125000000000002,-6.738702981894441,large,stability_filtered
historical_bias_feedback,normal,avg_cost,baseline,stability_filtered,0.10902916666666662,1.0971016307076147,large,stability_filtered
historical_bias_feedback,normal,fairness_gap_ses,baseline,stability_filtered,0.04546668282955988,3.7971233042454586,large,stability_filtered
historical_bias_feedback,surface_shift,success_rate,baseline,stability_filtered,-0.05691666666666667,-1.084374392477685,large,stability_filtered
historical_bias_feedback,surface_shift,near_optimal_rate,baseline,stability_filtered,-0.05041666666666667,-5.807845238825943,large,stability_filtered
historical_bias_feedback,surface_shift,avg_cost,baseline,stability_filtered,0.12172083333333328,1.2833243544460742,large,stability_filtered
historical_bias_feedback,surface_shift,fairness_gap_ses,baseline,stability_filtered,0.04425035701360844,2.7551554183931386,large,stability_filtered
historical_bias_feedback,adversarial,success_rate,baseline,stability_filtered,-0.11875000000000001,-2.9534974826656257,large,stability_filtered
historical_bias_feedback,adversarial,near_optimal_rate,baseline,stability_filtered,-0.1399166666666667,-10.763061753235933,large,stability_filtered
historical_bias_feedback,adversarial,avg_cost,baseline,stability_filtered,0.21119166666666664,2.610903249876412,large,stability_filtered
historical_bias_feedback,adversarial,fairness_gap_ses,baseline,stability_filtered,0.07781751821478246,9.220252726696085,large,stability_filtered
historical_bias_feedback,degradation,success_rate_drop,baseline,stability_filtered,0.06616666666666668,3.141525005640965,large,stability_filtered
historical_bias_feedback,degradation,fairness_gap_increase,baseline,stability_filtered,0.03235083538522257,2.164073003120376,large,stability_filtered
historical_bias_feedback,degradation,near_optimal_rate_drop,baseline,stability_filtered,0.08866666666666667,5.921087677047131,large,stability_filtered
historical_bias_feedback,overall,success_rate,baseline,structural_causal,-0.0848611111111111,-3.555168020420575,large,structural_causal
historical_bias_feedback,overall,near_optimal_rate,baseline,structural_causal,-0.07625,-12.346022842993685,large,structural_causal
historical_bias_feedback,overall,avg_cost,baseline,structural_causal,0.21865416666666668,3.7080273979321223,large,structural_causal
historical_bias_feedback,overall,fairness_gap_ses,baseline,structural_causal,0.06662653915928031,8.62343472716496,large,structural_causal
historical_bias_feedback,normal,success_rate,baseline,structural_causal,-0.0623333333333333,-1.9091031938419503,large,structural_causal
historical_bias_feedback,normal,near_optimal_rate,baseline,structural_causal,-0.047916666666666684,-5.791745711911135,large,structural_causal
historical_bias_feedback,normal,avg_cost,baseline,structural_causal,0.1870708333333333,3.1604653605738733,large,structural_causal
historical_bias_feedback,normal,fairness_gap_ses,baseline,structural_causal,0.05413424410394955,5.037267096682715,large,structural_causal
historical_bias_feedback,surface_shift,success_rate,baseline,structural_causal,-0.06316666666666663,-2.920542143114573,large,structural_causal
historical_bias_feedback,surface_shift,near_optimal_rate,baseline,structural_causal,-0.04641666666666667,-4.213502093484142,large,structural_causal
historical_bias_feedback,surface_shift,avg_cost,baseline,structural_causal,0.19417916666666665,3.615234297826462,large,structural_causal
historical_bias_feedback,surface_shift,fairness_gap_ses,baseline,structural_causal,0.04828791038556732,4.230521772285392,large,structural_causal
historical_bias_feedback,adversarial,success_rate,baseline,structural_causal,-0.12908333333333333,-4.431572107800742,large,structural_causal
historical_bias_feedback,adversarial,near_optimal_rate,baseline,structural_causal,-0.13441666666666666,-10.696950169056842,large,structural_causal
historical_bias_feedback,adversarial,avg_cost,baseline,structural_causal,0.27471249999999997,4.047316123034487,large,structural_causal
historical_bias_feedback,adversarial,fairness_gap_ses,baseline,structural_causal,0.0802372391968794,8.597280951159956,large,structural_causal
historical_bias_feedback,degradation,success_rate_drop,baseline,structural_causal,0.06675000000000002,2.910878544325432,large,structural_causal
historical_bias_feedback,degradation,fairness_gap_increase,baseline,structural_causal,0.02610299509292985,1.6271050304564763,large,structural_causal
historical_bias_feedback,degradation,near_optimal_rate_drop,baseline,structural_causal,0.08649999999999998,6.057561237808451,large,structural_causal
historical_bias_feedback,overall,success_rate,baseline,workflow,0.04577777777777777,8.656393053778292,large,baseline
historical_bias_feedback,overall,near_optimal_rate,baseline,workflow,0.04324999999999999,5.780436744767618,large,baseline
historical_bias_feedback,overall,avg_cost,baseline,workflow,-0.06582083333333331,-7.354149456547565,large,baseline
historical_bias_feedback,overall,fairness_gap_ses,baseline,workflow,0.033838148437079066,6.482331276872851,large,workflow
historical_bias_feedback,normal,success_rate,baseline,workflow,0.05600000000000002,5.0549572295512695,large,baseline
historical_bias_feedback,normal,near_optimal_rate,baseline,workflow,0.05749999999999997,5.2953442549772065,large,baseline
historical_bias_feedback,normal,avg_cost,baseline,workflow,-0.08066250000000001,-5.2855252548825975,large,baseline
historical_bias_feedback,normal,fairness_gap_ses,baseline,workflow,0.02827764827566923,2.8613869672774825,large,workflow
historical_bias_feedback,surface_shift,success_rate,baseline,workflow,0.06016666666666668,3.246687411261743,large,baseline
historical_bias_feedback,surface_shift,near_optimal_rate,baseline,workflow,0.059583333333333315,4.13958606231045,large,baseline
historical_bias_feedback,surface_shift,avg_cost,baseline,workflow,-0.07939583333333333,-3.9578205915990115,large,baseline
historical_bias_feedback,surface_shift,fairness_gap_ses,baseline,workflow,0.030790635705649095,2.7695403459940953,large,workflow
historical_bias_feedback,adversarial,success_rate,baseline,workflow,0.021166666666666622,2.665467554362153,large,baseline
historical_bias_feedback,adversarial,near_optimal_rate,baseline,workflow,0.012666666666666668,1.0397044946678242,large,baseline
historical_bias_feedback,adversarial,avg_cost,baseline,workflow,-0.03740416666666669,-3.330243562252847,large,baseline
historical_bias_feedback,adversarial,fairness_gap_ses,baseline,workflow,0.038263693339953955,3.56745167833391,large,workflow
historical_bias_feedback,degradation,success_rate_drop,baseline,workflow,0.034833333333333404,2.1756673440236485,large,workflow
historical_bias_feedback,degradation,fairness_gap_increase,baseline,workflow,0.009986045064284722,0.6007454745454286,medium,workflow
historical_bias_feedback,degradation,near_optimal_rate_drop,baseline,workflow,0.0448333333333333,2.5375716049396053,large,workflow
historical_bias_feedback,overall,success_rate,causal_light,stability_filtered,-0.0003333333333333244,-0.007335475605027151,negligible,stability_filtered
historical_bias_feedback,overall,near_optimal_rate,causal_light,stability_filtered,-0.0001388888888888921,-0.03718787523495033,negligible,stability_filtered
historical_bias_feedback,overall,avg_cost,causal_light,stability_filtered,0.04347777777777776,0.48018493905806564,small,stability_filtered
historical_bias_feedback,overall,fairness_gap_ses,causal_light,stability_filtered,0.022756709200546718,4.110865428463614,large,stability_filtered
historical_bias_feedback,normal,success_rate,causal_light,stability_filtered,0.007833333333333312,0.1601897796482443,negligible,causal_light
historical_bias_feedback,normal,near_optimal_rate,causal_light,stability_filtered,0.0014166666666666679,0.28441270232134547,small,causal_light
historical_bias_feedback,normal,avg_cost,causal_light,stability_filtered,0.030670833333333314,0.32520360987277674,small,stability_filtered
historical_bias_feedback,normal,fairness_gap_ses,causal_light,stability_filtered,0.012108342278093757,1.2547369634349859,large,stability_filtered
historical_bias_feedback,surface_shift,success_rate,causal_light,stability_filtered,-0.0010833333333333344,-0.024410683362426955,negligible,stability_filtered
historical_bias_feedback,surface_shift,near_optimal_rate,causal_light,stability_filtered,0.0010833333333333344,0.2406507273740717,small,causal_light
historical_bias_feedback,surface_shift,avg_cost,causal_light,stability_filtered,0.04106249999999994,0.44296044895241254,small,stability_filtered
historical_bias_feedback,surface_shift,fairness_gap_ses,causal_light,stability_filtered,0.016716872177954117,1.2728979011050912,large,stability_filtered
historical_bias_feedback,adversarial,success_rate,causal_light,stability_filtered,-0.007749999999999979,-0.17116791659427022,negligible,stability_filtered
