scenario,slice,metric,agent_a,agent_b,mean_a,mean_b,paired_mean_difference,ci_lower,ci_upper,p_raw,cohen_dz,n_seeds
treatment_allocation_confounding,surface_shift,near_optimal_rate,baseline,workflow,0.9688333333333333,0.8971666666666667,0.07166666666666661,0.0650785493073743,0.07825478402595892,0.00048828125,6.911660055300023,12
treatment_allocation_confounding,surface_shift,avg_cost,baseline,workflow,0.3836583333333332,0.5014,-0.11774166666666669,-0.12609872515315398,-0.1093846081801794,0.00048828125,-8.951652792241925,12
treatment_allocation_confounding,surface_shift,fairness_gap_ses,baseline,workflow,0.01819440050903006,0.016275822475081157,0.0019185780339489005,-0.0038016602744516985,0.0076388163423495,0.46533203125,0.2131041155670964,12
treatment_allocation_confounding,adversarial,success_rate,baseline,workflow,0.6059166666666665,0.5561666666666667,0.04974999999999997,0.037525042309011214,0.06197495769098872,0.00048828125,2.585664731410445,12
treatment_allocation_confounding,adversarial,near_optimal_rate,baseline,workflow,0.8814166666666668,0.8484166666666667,0.03300000000000003,0.025279895816349943,0.040720104183650116,0.00048828125,2.7159218558518203,12
treatment_allocation_confounding,adversarial,avg_cost,baseline,workflow,0.4953124999999999,0.5814583333333333,-0.08614583333333332,-0.09608681235406423,-0.07620485431260242,0.00048828125,-5.505941726210077,12
treatment_allocation_confounding,adversarial,fairness_gap_ses,baseline,workflow,0.10854271358594247,0.05436669204382455,0.054176021542117925,0.04734103799977262,0.06101100508446323,0.00048828125,5.03612066578383,12
treatment_allocation_confounding,degradation,success_rate_drop,baseline,workflow,0.044416666666666695,0.03016666666666663,0.014250000000000068,0.0016816318684470238,0.02681836813155311,0.0341796875,0.7203813533831561,12
treatment_allocation_confounding,degradation,fairness_gap_increase,baseline,workflow,0.032169897149859066,0.015273575081837583,0.016896322068021486,0.00554790373400855,0.028244740402034424,0.00146484375,0.9459830042728117,12
treatment_allocation_confounding,degradation,near_optimal_rate_drop,baseline,workflow,0.06599999999999995,0.0369166666666667,0.02908333333333325,0.020922049289922875,0.03724461737674362,0.00048828125,2.264186408434086,12
treatment_allocation_confounding,overall,success_rate,causal_light,stability_filtered,0.7066666666666666,0.6809999999999999,0.02566666666666669,-0.0024926298807629588,0.053825963214096335,0.07373046875,0.5791274631909774,12
treatment_allocation_confounding,overall,near_optimal_rate,causal_light,stability_filtered,0.9951944444444444,0.9951111111111111,8.333333333333341e-05,-0.002249198071834949,0.0024158647385016155,0.9658203125,0.02269957601715165,12
treatment_allocation_confounding,overall,avg_cost,causal_light,stability_filtered,0.3613125,0.3573333333333333,0.003979166666666642,-0.05245030717269516,0.06040864050602845,0.85986328125,0.04480356999293793,12
